Sample_ID,Mineralogy,Phase,Analytical_Method,d33,d34,d36,D33S,D36S,age_mean,Source,DOI,Publication_Date,NON_ATM_FLAG
CRS 1,Anhydrite,Sulfate,Bulk SF6,,2.88,,0.03,-0.03,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 2,Anhydrite,Sulfate,Bulk SF6,,16.52,,0.03,-0.43,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 8,Anhydrite,Sulfate,Bulk SF6,,33.35,,0.03,-0.43,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 13,Anhydrite,Sulfate,Bulk SF6,,31.95,,0.03,-0.11,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 16,Anhydrite,Sulfate,Bulk SF6,,27.37,,0.04,-0.2,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 19,Anhydrite,Sulfate,Bulk SF6,,44,,,0.09,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 21,Anhydrite,Sulfate,Bulk SF6,,50.64,,0.01,-0.3,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 23,Anhydrite,Sulfate,Bulk SF6,,37.44,,0.08,-0.21,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 25,Anhydrite,Sulfate,Bulk SF6,,35.74,,0.04,-0.22,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 28,Anhydrite,Sulfate,Bulk SF6,,38.94,,0.06,-0.2,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 32,Anhydrite,Sulfate,Bulk SF6,,39.2,,0.09,-0.46,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 35,Anhydrite,Sulfate,Bulk SF6,,37.27,,0.05,-0.32,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CAS -60,Anhydrite,Sulfate,Bulk SF6,,39.49,,0.09,-0.4,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 9,Anhydrite,Sulfate,Bulk SF6,,14.02,,0.01,-0.09,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 32,Anhydrite,Sulfate,Bulk SF6,,20.15,,0,-0.02,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 40,Anhydrite,Sulfate,Bulk SF6,,20.33,,-0.01,0.01,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
SO2006-1,pyrite,Sulfide,LF-SF6,-3.71,-7.83,-17.19,0.34,-2.4,164,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-2,pyrite,Sulfide,LF-SF6,-7.18,-14.5,-29.64,0.32,-2.35,164,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-3,pyrite,Sulfide,LF-SF6,-11.64,-22.98,-45.26,0.27,-2.14,164,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-4,pyrite,Sulfide,LF-SF6,-9.67,-19.23,-38.4,0.29,-2.28,164,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-5,pyrite,Sulfide,LF-SF6,-11.41,-22.55,-44.4,0.27,-2.08,164,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-6,pyrite,Sulfide,LF-SF6,-6.88,-13.9,-28.28,0.31,-2.1,164,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-7,pyrite,Sulfide,LF-SF6,-9.26,-18.45,-36.61,0.29,-1.92,164,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-8,pyrite,Sulfide,LF-SF6,-2.83,-6.14,-13.65,0.34,-2.04,164,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-9,pyrite,Sulfide,LF-SF6,0.57,0.91,1.08,0.1,-0.64,382.5,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-10,pyrite,Sulfide,LF-SF6,-0.8,-1.77,-3.96,0.11,-0.6,382.5,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-11,pyrite,Sulfide,LF-SF6,-0.74,-1.64,-3.71,0.1,-0.61,382.5,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-12,pyrite,Sulfide,LF-SF6,-0.44,-1.05,-2.56,0.1,-0.57,382.5,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-13,pyrite,Sulfide,LF-SF6,-2.04,-4.13,-8.36,0.09,-0.52,382.5,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-14,pyrite,Sulfide,LF-SF6,-1.1,-2.31,-4.84,0.09,-0.46,382.5,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-15,pyrite,Sulfide,LF-SF6,-9.84,-19.18,-36.47,0.08,-0.36,424,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-16,pyrite,Sulfide,LF-SF6,-9.81,-19.08,-36.41,0.07,-0.48,424,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
SO2006-17,pyrite,Sulfide,LF-SF6,-10.32,-20.06,-38.3,0.06,-0.55,424,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK
45?99-bar9,barite,Sulfate,SIMS,1.65,4.08,,-0.46,,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
45?99-bar10,barite,Sulfate,SIMS,2.72,6.37,,-0.56,,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar2,barite,Sulfate,SIMS,2.6,6.02,11.15,-0.5,-0.24,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar3,barite,Sulfate,SIMS,2.64,5.92,10.8,-0.4,-0.38,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar4,barite,Sulfate,SIMS,3.11,6.53,11.24,-0.25,-1.1,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar5,barite,Sulfate,SIMS,3.45,7.43,14,-0.37,-0.05,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar6,barite,Sulfate,SIMS,1.86,4.89,9.58,-0.66,0.33,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar7,barite,Sulfate,SIMS,3.02,7.09,14.12,-0.63,0.72,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar8,barite,Sulfate,SIMS,1.8,4.04,7.67,-0.28,0.04,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar9,barite,Sulfate,SIMS,3.97,8.08,15.71,-0.2,0.43,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
50?25-bar10,barite,Sulfate,SIMS,3.84,8.39,16.84,-0.48,0.99,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
56?40-bar2,barite,Sulfate,SIMS,2.07,5,10.1,-0.51,0.65,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
56?40-bar3,barite,Sulfate,SIMS,2.07,5.76,11.82,-0.9,0.93,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
68?00-bar1,barite,Sulfate,SIMS,1.85,4.97,9.45,-0.71,0.05,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
68?00-bar2,barite,Sulfate,SIMS,1.64,4.67,9.61,-0.77,0.8,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
68?00-bar3,barite,Sulfate,SIMS,2.48,6.43,11.85,-0.83,-0.31,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
68?00-bar4,barite,Sulfate,SIMS,2.39,5.7,12.26,-0.55,1.49,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
68?05-bar1,barite,Sulfate,SIMS,2.43,5.87,11.55,-0.59,0.46,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
68?05-bar2,barite,Sulfate,SIMS,2.74,6.02,11.24,-0.36,-0.14,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
68?05-bar3,barite,Sulfate,SIMS,2.93,6.26,11.47,-0.3,-0.36,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
68?05-bar4,barite,Sulfate,SIMS,3.24,6.83,13.15,-0.28,0.23,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
76?27-bar1,barite,Sulfate,SIMS,4.58,9.31,17.79,-0.22,0.19,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
76?36-bar1,barite,Sulfate,SIMS,5.15,11,21.42,-0.52,0.62,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
76?36-bar2,barite,Sulfate,SIMS,5.44,10.91,21.18,-0.18,0.55,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
76?36-bar3,barite,Sulfate,SIMS,4.9,10.55,20.85,-0.53,0.9,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
76?76-bar1,barite,Sulfate,SIMS,0.81,3.98,8.86,-1.24,1.34,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
76?76-bar2,barite,Sulfate,SIMS,0.62,3.66,8.24,-1.26,1.32,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
76?76-bar3,barite,Sulfate,SIMS,0.79,3.71,7.36,-1.12,0.35,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
76?76-bar4,barite,Sulfate,SIMS,0.93,4.09,8.62,-1.18,0.88,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
77?38-bar1,barite,Sulfate,SIMS,0.7,3.41,7.73,-1.06,1.29,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
77?38-bar2,barite,Sulfate,SIMS,0.86,3.92,9.34,-1.16,1.92,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
77?38-bar3,barite,Sulfate,SIMS,0.78,3.61,7.95,-1.08,1.12,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
77?38-bar4,barite,Sulfate,SIMS,0.67,3.3,7.21,-1.03,0.97,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
77?38-bar5,barite,Sulfate,SIMS,1.67,5.31,11.32,-1.06,1.28,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?10-bar1,barite,Sulfate,SIMS,1.69,4.9,8.93,-0.83,-0.33,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?10-bar2,barite,Sulfate,SIMS,4.65,9.69,17.65,-0.34,-0.67,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?10-bar3,barite,Sulfate,SIMS,2.13,5.44,9.97,-0.67,-0.32,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?10-bar4,barite,Sulfate,SIMS,1.65,4.94,9.94,-0.89,0.61,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?10-bar5,barite,Sulfate,SIMS,0.88,3.99,8.42,-1.18,0.89,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar2,barite,Sulfate,SIMS,4.19,8.77,15.53,-0.33,-1.05,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar3,barite,Sulfate,SIMS,4.63,9.75,18.38,-0.39,-0.04,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar4,barite,Sulfate,SIMS,2.11,4.69,7.96,-0.3,-0.9,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar5,barite,Sulfate,SIMS,2.18,5.34,8.71,-0.57,-1.37,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar6,barite,Sulfate,SIMS,4.56,9.04,15.5,-0.1,-1.58,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar11,barite,Sulfate,SIMS,4.07,8.99,,-0.56,,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar12,barite,Sulfate,SIMS,4.44,9.41,,-0.41,,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar13,barite,Sulfate,SIMS,4.19,9.23,,-0.57,,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar14,barite,Sulfate,SIMS,4.04,8.69,,-0.44,,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
78?18-bar15,barite,Sulfate,SIMS,5.25,10.23,,-0.02,,3259,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
Pi06-23-bar1,barite,Sulfate,SIMS,3.21,7.9,16.27,-0.85,1.34,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
Pi06-23-bar2,barite,Sulfate,SIMS,3.26,7.91,15.89,-0.82,0.94,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
Pi06-23-bar3,barite,Sulfate,SIMS,3.1,7.77,16.01,-0.9,1.32,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
Pi06-23-bar4,barite,Sulfate,SIMS,3.16,7.83,16.47,-0.87,1.68,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
Pi06-23-bar5,barite,Sulfate,SIMS,3.26,7.67,16.12,-0.69,1.61,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar1,barite,Sulfate,SIMS,1.23,4.71,9.9,-1.2,1,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar2,barite,Sulfate,SIMS,0.79,4.79,10.38,-1.68,1.33,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar3,barite,Sulfate,SIMS,1.23,4.84,9.82,-1.27,0.67,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar4,barite,Sulfate,SIMS,1.29,4.98,10.27,-1.28,0.85,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar5,barite,Sulfate,SIMS,1.43,5.04,10.36,-1.17,0.83,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar6,barite,Sulfate,SIMS,1.32,4.95,10.65,-1.23,1.29,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar7,barite,Sulfate,SIMS,1.38,5.1,11.01,-1.25,1.37,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar8,barite,Sulfate,SIMS,1.33,4.81,10.07,-1.15,0.97,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
88?7a-bar9,barite,Sulfate,SIMS,1.28,4.87,10.41,-1.23,1.2,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar1,barite,Sulfate,SIMS,0.94,4.34,9.74,-1.29,1.55,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar2,barite,Sulfate,SIMS,0.63,4.62,10.78,-1.75,2.04,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar3,barite,Sulfate,SIMS,0.99,4.48,9.49,-1.32,1.02,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar4,barite,Sulfate,SIMS,0.83,4.76,10.03,-1.62,1.03,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar5,barite,Sulfate,SIMS,0.84,4.71,10.81,-1.58,1.9,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar6,barite,Sulfate,SIMS,1.09,4.4,9.17,-1.18,0.84,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar7,barite,Sulfate,SIMS,0.84,4.35,9.34,-1.4,1.12,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar8,barite,Sulfate,SIMS,1.08,4.53,10.54,-1.26,1.98,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
89?3a-bar9,barite,Sulfate,SIMS,0.97,4.31,9.87,-1.25,1.72,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
96?6a-bar1,barite,Sulfate,SIMS,0.41,4.03,9.74,-1.67,2.12,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
96?6a-bar2,barite,Sulfate,SIMS,0.33,4.09,9.27,-1.77,1.54,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
96?6a-bar4,barite,Sulfate,SIMS,1.06,5.32,12.06,-1.68,2.01,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
96?6a-bar5,barite,Sulfate,SIMS,0.19,3.18,7.64,-1.45,1.62,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
96?6a-bar6,barite,Sulfate,SIMS,0.01,2.68,6.31,-1.37,1.25,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
96?6a-bar7,barite,Sulfate,SIMS,0.02,3.31,8.02,-1.68,1.76,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
96?6a-bar8,barite,Sulfate,SIMS,0.41,3.75,8.74,-1.52,1.66,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
96?6a-bar10,barite,Sulfate,SIMS,0.87,4.51,9.56,-1.46,1.04,3481,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK
KD1-83.11-B4,pyrite,Sulfide,SIMS,0.19,-3.13,,1.8,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B5,pyrite,Sulfide,SIMS,0.63,-1.53,,1.42,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B6,pyrite,Sulfide,SIMS,-0.56,-1.58,,0.25,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B7,pyrite,Sulfide,SIMS,-0.95,-3.33,,0.76,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B8,pyrite,Sulfide,SIMS,0.79,-1.97,,1.81,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B9,pyrite,Sulfide,SIMS,-2.09,-4.07,,0,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B10,pyrite,Sulfide,SIMS,-1.93,-4.76,,0.52,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B11,pyrite,Sulfide,SIMS,0.06,-2.02,,1.1,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B12,pyrite,Sulfide,SIMS,-0.32,-1.4,,0.4,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B13,pyrite,Sulfide,SIMS,-1.35,-2.98,,0.18,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-B14,pyrite,Sulfide,SIMS,-1.81,-4.58,,0.55,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C1,pyrite,Sulfide,SIMS,-0.26,-1.78,,0.66,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C2,pyrite,Sulfide,SIMS,-0.38,-2.25,,0.78,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C3,pyrite,Sulfide,SIMS,2.06,-0.69,,2.41,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C4,pyrite,Sulfide,SIMS,-0.26,-1.82,,0.68,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C5,pyrite,Sulfide,SIMS,-1.71,-4.87,,0.8,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C6,pyrite,Sulfide,SIMS,0.2,-0.97,,0.7,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C7,pyrite,Sulfide,SIMS,-0.01,-1.56,,0.79,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C8,pyrite,Sulfide,SIMS,0.2,-2.49,,1.48,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C9,pyrite,Sulfide,SIMS,-0.12,-2.51,,1.17,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C10,pyrite,Sulfide,SIMS,0.05,-2.67,,1.43,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-83.11-C11,pyrite,Sulfide,SIMS,0.26,-0.99,,0.77,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-178.48-1,pyrite,Sulfide,SIMS,0.25,-0.66,,0.59,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-178.48-2,pyrite,Sulfide,SIMS,0.46,0.16,,0.38,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-178.48-3,pyrite,Sulfide,SIMS,-0.24,-0.94,,0.24,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-178.48-4,pyrite,Sulfide,SIMS,0.44,-0.04,,0.46,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-178.48-5,pyrite,Sulfide,SIMS,0.75,0.23,,0.64,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-178.48-6,pyrite,Sulfide,SIMS,0.24,-0.32,,0.41,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-178.48-7,pyrite,Sulfide,SIMS,0.18,-0.43,,0.4,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD1-178.48-8,pyrite,Sulfide,SIMS,-0.06,-0.95,,0.43,,3340,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@1,pyrite,Sulfide,SIMS,7.91,15.81,,-0.24,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@02,pyrite,Sulfide,SIMS,0.48,0.59,,0.18,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@03,pyrite,Sulfide,SIMS,-2.52,-4.44,,-0.23,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@04,pyrite,Sulfide,SIMS,0.17,0.68,,-0.18,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@05,pyrite,Sulfide,SIMS,0.04,0.57,,-0.25,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@06,pyrite,Sulfide,SIMS,0.58,0.64,,0.24,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@07,pyrite,Sulfide,SIMS,-0.36,-0.21,,-0.25,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@08,pyrite,Sulfide,SIMS,-3.04,-5.25,,-0.33,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@09,pyrite,Sulfide,SIMS,0.85,2.11,,-0.24,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@10,pyrite,Sulfide,SIMS,0.95,1.3,,0.28,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@11,pyrite,Sulfide,SIMS,3.63,6.73,,0.16,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@12,pyrite,Sulfide,SIMS,0.04,0.23,,-0.08,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@13,pyrite,Sulfide,SIMS,1.5,3.15,,-0.12,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@14,pyrite,Sulfide,SIMS,-0.11,-0.14,,-0.03,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@15,pyrite,Sulfide,SIMS,1.66,2.98,,0.12,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@16,pyrite,Sulfide,SIMS,0.64,1.71,,-0.24,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@17,pyrite,Sulfide,SIMS,0.96,2.16,,-0.15,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@18,pyrite,Sulfide,SIMS,0.01,0.59,,-0.29,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@19,pyrite,Sulfide,SIMS,-0.21,-0.15,,-0.14,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@20,pyrite,Sulfide,SIMS,0.03,0.47,,-0.21,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@21,pyrite,Sulfide,SIMS,1.23,2.59,,-0.1,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@22,pyrite,Sulfide,SIMS,-0.59,-1.8,,0.34,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@23,pyrite,Sulfide,SIMS,-0.25,-0.26,,-0.12,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@24,pyrite,Sulfide,SIMS,0.5,1.04,,-0.03,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@25,pyrite,Sulfide,SIMS,-1.39,-2.36,,-0.17,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@26,pyrite,Sulfide,SIMS,1.14,2.82,,-0.31,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@27,pyrite,Sulfide,SIMS,0.22,0.83,,-0.21,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@28,pyrite,Sulfide,SIMS,-0.05,0.06,,-0.07,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@29,pyrite,Sulfide,SIMS,0.43,1,,-0.09,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@30,pyrite,Sulfide,SIMS,0.62,1.39,,-0.1,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@31,pyrite,Sulfide,SIMS,0.12,0.6,,-0.19,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
KD2-14_@32,pyrite,Sulfide,SIMS,-0.15,-0.24,,-0.02,,3432,Grosch and McLoughlin 2013,10.1016/j.epsl.2013.06.035,2013,OK
